FC,HYB,YEAR,FS,CC,Density,Rotation,CD,CEC,pH,OM,EstNRel,Su,P,Ca,Mg,K,Na,SOC,TN,SoilCN,InorgN,Bray1P,POMC,POMN,POMCN,PMN,POXC,Sand,Silt,Clay,Prcp,Tmax,Tmin,Temp,TGDD,YIELD,Re
DL1,UIUC1,2020,Mix,Legume,Low,Intensive,High,14.28,7.1,2.695,74,6.5,13,1792,522,93,26.5,13.2635,1.3845,9.579992777,28.78,5.5,1.64871246,0.116012296,14.21153202,39.19,407.6244,30,28,42,483.84,78.43860645,57.26594581,67.85227613,2705.58,160.7,NO
DL1,UIUC4,2020,Mix,Legume,Low,Intensive,High,14.785,7,2.755,75,7.5,27,1878,512,96,23.5,13.2635,1.3845,9.579992777,28.78,5.5,1.64871246,0.116012296,14.21153202,39.19,407.6244,30,28,42,483.84,78.43860645,57.26594581,67.85227613,2705.58,152.1,NO
DL1,UIUC2,2020,Mix,Legume,Low,Intensive,High,15.05,7.05,2.975,78.5,8.5,41,1923,513,113,23.5,13.2635,1.3845,9.579992777,28.78,5.5,1.64871246,0.116012296,14.21153202,39.19,407.6244,30,28,42,483.84,78.43860645,57.26594581,67.85227613,2705.58,186.2,YES
DL1,CHECK1,2020,Mix,Legume,Low,Intensive,High,15.18,6.75,2.99,79.5,7.5,13.5,1886.5,486.5,100.5,23,13.2635,1.3845,9.579992777,28.78,5.5,1.64871246,0.116012296,14.21153202,39.19,407.6244,30,28,42,483.84,78.43860645,57.26594581,67.85227613,2705.58,151.5,NO
DL1,ORG4,2020,Mix,Legume,Low,Intensive,High,16.94,6.25,3.04,79.5,8.5,17,1988.5,429.5,98.5,29,13.2635,1.3845,9.579992777,28.78,5.5,1.64871246,0.116012296,14.21153202,39.19,407.6244,30,28,42,483.84,78.43860645,57.26594581,67.85227613,2705.58,184.8,NO
EB1,ORG4,2020,Mix,Grass,Low,Intensive,High,19.325,6.85,3.03,80,39.5,83.5,2877.5,380,135,25.5,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,165.7,NO
EB1,UIUC2,2020,Mix,Grass,Low,Intensive,High,23.86,7.25,2.85,77,41,70,3763.5,418,164.5,33.5,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,202.4,YES
EB1,UIUC1,2020,Mix,Grass,Low,Intensive,High,21.92,6.8,2.81,76,33.5,119.5,3263.5,401.5,177.5,29.5,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,168.4,YES
EB1,UIUC3,2020,Mix,Grass,Low,Intensive,High,22.25,7.05,2.685,74,39,69.5,3373,426.5,160.5,32,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,178.4,YES
EB1,UIUC4,2020,Mix,Grass,Low,Intensive,High,22.38,6.9,3.015,79.5,43.5,127.5,3283,473,191,35.5,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,163.2,NO
EB1,CHECK1,2020,Mix,Grass,Low,Intensive,High,23.55,6.75,3.02,80,48.5,88.5,3369,492.5,177,38.5,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,195,YES
EB1,UIUC7,2020,Mix,Grass,Low,Intensive,High,21.765,6.9,2.805,76,38.5,107.5,3244.5,440.5,166.5,32,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,180.6,YES
EB1,ORG1,2020,Mix,Grass,Low,Intensive,High,22.28,6.9,2.555,71,37.5,122,3343.5,438,168.5,33,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,148.9,NO
HW1,ORG4,2020,Mix,Legume,Medium,Extensive,Low,22.85,6.05,3.34,83.5,19,27,2633,529,128.5,20,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,104.3,NO
HW1,UIUC7,2020,Mix,Legume,Medium,Extensive,Low,23.235,6.05,3.28,83,20,29.5,2691,538,133.5,21.5,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,151.9,YES
HW1,UIUC1,2020,Mix,Legume,Medium,Extensive,Low,23.3,6.15,3.365,83.5,25,37,2780,565.5,159,20,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,170.6,YES
HW1,CHECK1,2020,Mix,Legume,Medium,Extensive,Low,25.76,6.1,3.745,87.5,15.5,27,2993,630.5,145.5,20,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,195.1,YES
HW1,UIUC2,2020,Mix,Legume,Medium,Extensive,Low,38.285,5.75,4.575,96,21.5,50.5,3955,846.5,206,21.5,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,166,YES
HW1,UIUC3,2020,Mix,Legume,Medium,Extensive,Low,38.395,6.05,4.745,97.5,15.5,39,4359,983,194.5,20,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,112.7,YES
HW1,ORG1,2020,Mix,Legume,Medium,Extensive,Low,30.535,6.05,3.765,87.5,21,35,3532,739,157.5,17.5,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,117.3,YES
HW1,UIUC4,2020,Mix,Legume,Medium,Extensive,Low,36.74,6.2,4.315,93.5,19,35.5,4310,986.5,203.5,22,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,151.5,YES
JG2,UIUC4,2020,Mix,Mixed,Low,Intensive,High,38.545,5.95,5.465,102,8.5,26.5,4713.5,729,121,17.5,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,495.71,78.95514839,58.69605548,68.82560194,2832.444,137.7,YES
JG2,ORG4,2020,Mix,Mixed,Low,Intensive,High,37.59,6,5.175,101,10,30.5,4585.5,703.5,129.5,18.5,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,495.71,78.95514839,58.69605548,68.82560194,2832.444,124.6,NO
JG2,UIUC2,2020,Mix,Mixed,Low,Intensive,High,36.065,6.3,5.295,101.5,7,23,4808,729.5,106,16.5,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,495.71,78.95514839,58.69605548,68.82560194,2832.444,177.8,YES
JG2,ORG1,2020,Mix,Mixed,Low,Intensive,High,34.895,6.4,5.27,101.5,7,23.5,4737,709,122,18,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,495.71,78.95514839,58.69605548,68.82560194,2832.444,143.4,YES
JG2,CHECK1,2020,Mix,Mixed,Low,Intensive,High,35.875,6.45,5.17,100.5,7.5,27.5,4928,729,132,19.5,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,495.71,78.95514839,58.69605548,68.82560194,2832.444,184.4,YES
JG2,UIUC7,2020,Mix,Mixed,Low,Intensive,High,34.235,6.55,5.275,101.5,7.5,30,4765,722,128,20,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,495.71,78.95514839,58.69605548,68.82560194,2832.444,134.5,YES
JG2,UIUC1,2020,Mix,Mixed,Low,Intensive,High,32.775,6.6,5.07,100,7,35.5,4607,693.5,122.5,16,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,495.71,78.95514839,58.69605548,68.82560194,2832.444,133.7,YES
JG2,UIUC3,2020,Mix,Mixed,Low,Intensive,High,35.82,6.45,5.21,101,7,33.5,4910.5,737,117.5,18,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,495.71,78.95514839,58.69605548,68.82560194,2832.444,157.9,YES
TD1,UIUC3,2020,Green,Legume,High,Legume fallow,Low,28.66,6.1,4.25,92.5,10,115.5,3952.5,365.5,168,14.5,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,624.53,78.94659355,58.29277419,68.61968387,2797.488,172.3,YES
TD1,UIUC1,2020,Green,Legume,High,Legume fallow,Low,29.925,6.15,4.165,91.5,11,100,4111,411.5,187.5,20.5,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,624.53,78.94659355,58.29277419,68.61968387,2797.488,153.3,YES
TD1,ORG1,2020,Green,Legume,High,Legume fallow,Low,32.775,6.35,4.105,91,10.5,89,4695,470,187,16,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,624.53,78.94659355,58.29277419,68.61968387,2797.488,68.7,NO
TD1,ORG4,2020,Green,Legume,High,Legume fallow,Low,30.195,6.5,4.185,92,10.5,84,4506.5,410,167.5,16.5,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,624.53,78.94659355,58.29277419,68.61968387,2797.488,87.6,NO
TD1,UIUC2,2020,Green,Legume,High,Legume fallow,Low,30.075,6,3.815,88,9,55.5,3845.5,439.5,140.5,17,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,624.53,78.94659355,58.29277419,68.61968387,2797.488,148.6,YES
TD1,CHECK1,2020,Green,Legume,High,Legume fallow,Low,28.075,6.15,3.985,89.5,10,41,3834,408,154.5,16.5,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,624.53,78.94659355,58.29277419,68.61968387,2797.488,149.6,YES
TD1,UIUC7,2020,Green,Legume,High,Legume fallow,Low,31.11,6.15,3.92,89.5,9,35.5,4201.5,445.5,152.5,17,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,624.53,78.94659355,58.29277419,68.61968387,2797.488,133.9,YES
TD1,UIUC4,2020,Green,Legume,High,Legume fallow,Low,28.02,6.15,3.925,89,9,35,3912,363.5,126.5,18.5,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,624.53,78.94659355,58.29277419,68.61968387,2797.488,164.3,YES
GA,ORG8,2018,Mix,Legume,Medium,Legume fallow,Low,19.63,6.4,3.28,83,15,50,2105,679,213,35,17.204,1.473,11.6832,30.3,48,2.310778443,0.135928144,16.2169,13.256,438.6456,21,47,32,758.88,77.8039729,56.36987871,67.08692581,2584.467,89.1,NO
GA,ORG1,2018,Mix,Legume,Low,Legume fallow,Low,20.23,6.3,3.18,82,15,50,2124,688,221,35,17.204,1.473,11.6832,30.3,48,2.310778443,0.135928144,16.2169,13.256,438.6456,21,47,32,758.88,77.8039729,56.36987871,67.08692581,2584.467,95.5,NO
GA,ORG2,2018,Mix,Legume,Low,Legume fallow,Low,17.66,6.3,3.09,81,13,50,1875,591,186,29,17.204,1.473,11.6832,30.3,48,2.310778443,0.135928144,16.2169,13.256,438.6456,21,47,32,758.88,77.8039729,56.36987871,67.08692581,2584.467,89,NO
GA,ORG2_Inoc,2018,Mix,Legume,Low,Legume fallow,Low,18.73,6.6,3.23,82,13,47,2060,677,245,31,17.204,1.473,11.6832,30.3,48,2.310778443,0.135928144,16.2169,13.256,438.6456,21,47,32,758.88,77.8039729,56.36987871,67.08692581,2584.467,92.9,NO
GA,CHECK2,2018,Mix,Legume,Low,Legume fallow,Low,17.6,6.3,3.13,81,15,50,1835,597,216,35,17.204,1.473,11.6832,30.3,48,2.310778443,0.135928144,16.2169,13.256,438.6456,21,47,32,758.88,77.8039729,56.36987871,67.08692581,2584.467,143.5,YES
GA,ORG18,2018,Mix,Legume,Medium,Legume fallow,Low,19.21,6.5,3.01,80,15,45,2093,686,195,33,17.204,1.473,11.6832,30.3,48,2.310778443,0.135928144,16.2169,13.256,438.6456,21,47,32,758.88,77.8039729,56.36987871,67.08692581,2584.467,114.7,NO
GA,ORG19,2018,Mix,Legume,Low,Legume fallow,Low,18.26,6.5,3.01,80,12,53,1996,649,190,28,17.204,1.473,11.6832,30.3,48,2.310778443,0.135928144,16.2169,13.256,438.6456,21,47,32,758.88,77.8039729,56.36987871,67.08692581,2584.467,95.4,NO
GA,ORG4,2018,Mix,Legume,Low,Legume fallow,Low,17.75,6.2,3.09,81,14,55,1845,572,218,34,17.204,1.473,11.6832,30.3,48,2.310778443,0.135928144,16.2169,13.256,438.6456,21,47,32,758.88,77.8039729,56.36987871,67.08692581,2584.467,127.3,NO
MB,ORG19,2018,Mix,Legume,Low,Legume fallow,Low,19.02,6.9,2.45,69,9,20,2351,702,78,18,16.218,1.364,11.8858,12.6,41,2.0688,0.1584,13.1608,12.472,346.6944,2,73,25,898.16,78.03390839,58.06839742,68.0511529,2734.776,81.9,NO
MB,ORG1,2018,Mix,Legume,Low,Legume fallow,Low,12.01,7,2.5,70,10,50,1557,416,60,17,16.218,1.364,11.8858,12.6,41,2.0688,0.1584,13.1608,12.472,346.6944,2,73,25,898.16,78.03390839,58.06839742,68.0511529,2734.776,126.6,YES
MB,ORG4,2018,Mix,Legume,Low,Legume fallow,Low,16.6,6.7,2.41,68,11,33,2005,573,71,20,16.218,1.364,11.8858,12.6,41,2.0688,0.1584,13.1608,12.472,346.6944,2,73,25,898.16,78.03390839,58.06839742,68.0511529,2734.776,116.6,NO
MB,CHECK2,2018,Mix,Legume,Low,Legume fallow,Low,11.74,7.2,2.43,69,10,44,1461,447,55,17,16.218,1.364,11.8858,12.6,41,2.0688,0.1584,13.1608,12.472,346.6944,2,73,25,898.16,78.03390839,58.06839742,68.0511529,2734.776,151.5,YES
MB,ORG2,2018,Mix,Legume,Low,Legume fallow,Low,14.12,6.8,2.23,65,10,26,1717,508,59,17,16.218,1.364,11.8858,12.6,41,2.0688,0.1584,13.1608,12.472,346.6944,2,73,25,898.16,78.03390839,58.06839742,68.0511529,2734.776,93.4,NO
MB,ORG2_Inoc,2018,Mix,Legume,Low,Legume fallow,Low,12.84,6.7,2.4,68,11,43,1631,395,56,16,16.218,1.364,11.8858,12.6,41,2.0688,0.1584,13.1608,12.472,346.6944,2,73,25,898.16,78.03390839,58.06839742,68.0511529,2734.776,88.3,NO
MB,ORG18,2018,Mix,Legume,Low,Legume fallow,Low,14.07,6.7,2.13,63,10,28,1696,487,59,19,16.218,1.364,11.8858,12.6,41,2.0688,0.1584,13.1608,12.472,346.6944,2,73,25,898.16,78.03390839,58.06839742,68.0511529,2734.776,52.2,NO
MB,ORG8,2018,Mix,Legume,Low,Legume fallow,Low,13.83,6.5,2.1,62,10,39,1623,447,69,22,16.218,1.364,11.8858,12.6,41,2.0688,0.1584,13.1608,12.472,346.6944,2,73,25,898.16,78.03390839,58.06839742,68.0511529,2734.776,55.4,NO
DA,ORG8,2018,Green,Mixed,Low,Mixed fallow,Low,26.44,7.9,5.69,103,13,61,3605,864,86,16,31,2.9,10.7,18.7,8,3.323353293,0.099700599,29.166,17.024,935.8632,24,35,41,874.27,78.46762323,58.06659355,68.26710839,2756.367,38.9,NO
DA,ORG4,2018,Green,Mixed,Low,Mixed fallow,Low,26.3,8,3.94,89,10,18,3712,787,89,14,31,2.9,10.7,18.7,8,3.323353293,0.099700599,29.166,17.024,935.8632,24,35,41,874.27,78.46762323,58.06659355,68.26710839,2756.367,85.1,NO
DA,ORG1,2018,Green,Mixed,Low,Mixed fallow,Low,28.39,8.1,3.66,87,12,17,4059,821,97,15,31,2.9,10.7,18.7,8,3.323353293,0.099700599,29.166,17.024,935.8632,24,35,41,874.27,78.46762323,58.06659355,68.26710839,2756.367,81.3,NO
DA,ORG19,2018,Green,Mixed,Low,Mixed fallow,Low,28.9,8,3.63,86,12,16,4144,828,93,13,31,2.9,10.7,18.7,8,3.323353293,0.099700599,29.166,17.024,935.8632,24,35,41,874.27,78.46762323,58.06659355,68.26710839,2756.367,75.4,NO
DA,CHECK2,2018,Green,Mixed,Low,Mixed fallow,Low,28.65,8.1,3.41,84,11,14,3997,890,96,14,31,2.9,10.7,18.7,8,3.323353293,0.099700599,29.166,17.024,935.8632,24,35,41,874.27,78.46762323,58.06659355,68.26710839,2756.367,82.4,NO
DA,ORG18,2018,Green,Mixed,Low,Mixed fallow,Low,26.99,8,3.41,84,11,16,3833,794,92,13,31,2.9,10.7,18.7,8,3.323353293,0.099700599,29.166,17.024,935.8632,24,35,41,874.27,78.46762323,58.06659355,68.26710839,2756.367,55,NO
DA,ORG2_Inoc,2018,Green,Mixed,Low,Mixed fallow,Low,28.08,8.2,3.58,86,11,17,4032,805,99,13,31,2.9,10.7,18.7,8,3.323353293,0.099700599,29.166,17.024,935.8632,24,35,41,874.27,78.46762323,58.06659355,68.26710839,2756.367,71.8,NO
DA,ORG2,2018,Green,Mixed,Low,Mixed fallow,Low,27.09,8,3.41,84,11,17,3950,736,91,12,31,2.9,10.7,18.7,8,3.323353293,0.099700599,29.166,17.024,935.8632,24,35,41,874.27,78.46762323,58.06659355,68.26710839,2756.367,84.3,NO
MS,ORG2,2018,Mix,Mixed,Low,Extensive,High,20.31,7.3,3.72,87,16,22,2325,894,116,24,21.633,2.076,10.419,13.4,29,4.3618,0.3277,13.3062,18.536,607.2228,3,65,32,971.75,78.34305935,57.70704645,68.0250529,2726.154,157.4,NO
MS,ORG2_Inoc,2018,Mix,Mixed,Low,Extensive,High,17.92,7.4,3.89,89,18,30,1997,775,237,35,21.633,2.076,10.419,13.4,29,4.3618,0.3277,13.3062,18.536,607.2228,3,65,32,971.75,78.34305935,57.70704645,68.0250529,2726.154,125.3,NO
MS,CHECK2,2018,Mix,Mixed,Low,Extensive,High,18.88,7.3,3.86,89,14,37,2159,789,243,27,21.633,2.076,10.419,13.4,29,4.3618,0.3277,13.3062,18.536,607.2228,3,65,32,971.75,78.34305935,57.70704645,68.0250529,2726.154,207.2,YES
MS,ORG18,2018,Mix,Mixed,Low,Extensive,High,17.76,7.4,3.81,88,15,24,1925,834,142,25,21.633,2.076,10.419,13.4,29,4.3618,0.3277,13.3062,18.536,607.2228,3,65,32,971.75,78.34305935,57.70704645,68.0250529,2726.154,149.6,NO
MS,ORG19,2018,Mix,Mixed,Low,Extensive,High,18.16,7.5,3.81,88,16,28,1944,845,227,24,21.633,2.076,10.419,13.4,29,4.3618,0.3277,13.3062,18.536,607.2228,3,65,32,971.75,78.34305935,57.70704645,68.0250529,2726.154,158.4,NO
MS,ORG8,2018,Mix,Mixed,Low,Extensive,High,17.56,7.4,3.73,87,16,23,1901,825,141,26,21.633,2.076,10.419,13.4,29,4.3618,0.3277,13.3062,18.536,607.2228,3,65,32,971.75,78.34305935,57.70704645,68.0250529,2726.154,83.1,NO
MS,ORG4,2018,Mix,Mixed,Low,Extensive,High,19.51,7.5,3.89,89,15,21,2136,914,137,24,21.633,2.076,10.419,13.4,29,4.3618,0.3277,13.3062,18.536,607.2228,3,65,32,971.75,78.34305935,57.70704645,68.0250529,2726.154,177,NO
MS,ORG1,2018,Mix,Mixed,Low,Extensive,High,20.13,7.5,3.8,88,16,23,2122,975,182,34,21.633,2.076,10.419,13.4,29,4.3618,0.3277,13.3062,18.536,607.2228,3,65,32,971.75,78.34305935,57.70704645,68.0250529,2726.154,174.7,NO
MZ,ORG2,2018,Mix,Mixed,Low,Mixed fallow,Low,14.13,6.8,2.39,68,11,9,1693,520,69,19,19.842,2.007,9.8871,22.1,7,2.233,0.1595,13.4653,27.312,482.9184,31,36,33,807.5,77.62692645,55.62596,66.62644323,2515.23,125.1,NO
MZ,ORG4,2018,Mix,Mixed,High,Mixed fallow,Low,13.88,6.8,2.78,76,12,13,1639,514,91,27,19.842,2.007,9.8871,22.1,7,2.233,0.1595,13.4653,27.312,482.9184,31,36,33,807.5,77.62692645,55.62596,66.62644323,2515.23,189.2,NO
MZ,ORG18,2018,Mix,Mixed,High,Mixed fallow,Low,12.71,6.8,2.17,63,12,13,1545,452,66,20,19.842,2.007,9.8871,22.1,7,2.233,0.1595,13.4653,27.312,482.9184,31,36,33,807.5,77.62692645,55.62596,66.62644323,2515.23,158.1,NO
MZ,ORG19,2018,Mix,Mixed,Medium,Mixed fallow,Low,12.73,6.9,2.18,64,11,12,1567,460,71,27,19.842,2.007,9.8871,22.1,7,2.233,0.1595,13.4653,27.312,482.9184,31,36,33,807.5,77.62692645,55.62596,66.62644323,2515.23,181.4,NO
MZ,ORG8,2018,Mix,Mixed,Low,Mixed fallow,Low,14.29,6.9,2.21,64,10,15,1746,522,97,24,19.842,2.007,9.8871,22.1,7,2.233,0.1595,13.4653,27.312,482.9184,31,36,33,807.5,77.62692645,55.62596,66.62644323,2515.23,61.7,NO
MZ,CHECK2,2018,Mix,Mixed,Medium,Mixed fallow,Low,12.14,6.8,2.44,69,10,12,1458,442,63,18,19.842,2.007,9.8871,22.1,7,2.233,0.1595,13.4653,27.312,482.9184,31,36,33,807.5,77.62692645,55.62596,66.62644323,2515.23,209.6,YES
MZ,ORG1,2018,Mix,Mixed,Medium,Mixed fallow,Low,20.02,6.5,3.44,84,14,33,2475,573,114,22,19.842,2.007,9.8871,22.1,7,2.233,0.1595,13.4653,27.312,482.9184,31,36,33,807.5,77.62692645,55.62596,66.62644323,2515.23,185.1,NO
GA,ORG20,2019,Mix,Grass,Low,Legume fallow,Low,25.68,6.45,2.15,63,7.5,24.5,2875,878.5,163.5,32,10.185,1.086,9.370428556,25.55413557,3,1.240454721,0.09182332,13.49429006,7.652779935,316.3248,15,40,45,696.9,75.55841677,54.90549161,65.23195419,2313.072,9.8,NO
GA,ORG14,2019,Mix,Grass,High,Legume fallow,Low,26.455,6.15,2.225,64.5,7.5,23,2792.5,858.5,169.5,31.5,10.185,1.086,9.370428556,25.55413557,3,1.240454721,0.09182332,13.49429006,7.652779935,316.3248,15,40,45,696.9,75.55841677,54.90549161,65.23195419,2313.072,14.9,NO
GA,ORG9,2019,Mix,Grass,Low,Legume fallow,Low,26.745,6.3,2.36,67,7,22,2909,894,172.5,31.5,10.185,1.086,9.370428556,25.55413557,3,1.240454721,0.09182332,13.49429006,7.652779935,316.3248,15,40,45,696.9,75.55841677,54.90549161,65.23195419,2313.072,6.2,NO
GA,ORG11,2019,Mix,Grass,Low,Legume fallow,Low,27.055,6,2.29,65.5,10,27,2753,825,191.5,48.5,10.185,1.086,9.370428556,25.55413557,3,1.240454721,0.09182332,13.49429006,7.652779935,316.3248,15,40,45,696.9,75.55841677,54.90549161,65.23195419,2313.072,59.6,NO
GA,ORG4,2019,Mix,Grass,Low,Legume fallow,Low,26.02,6.2,2.18,64,10,20,2834,807.5,180,42.5,10.185,1.086,9.370428556,25.55413557,3,1.240454721,0.09182332,13.49429006,7.652779935,316.3248,15,40,45,696.9,75.55841677,54.90549161,65.23195419,2313.072,97.4,NO
GA,ORG12,2019,Mix,Grass,Low,Legume fallow,Low,24.83,6.25,2.175,63.5,8.5,18,2796.5,741,164,42,10.185,1.086,9.370428556,25.55413557,3,1.240454721,0.09182332,13.49429006,7.652779935,316.3248,15,40,45,696.9,75.55841677,54.90549161,65.23195419,2313.072,65.1,NO
GA,ORG3,2019,Mix,Grass,Low,Legume fallow,Low,22.715,6.05,2.135,62.5,10,11.5,2367.5,591.5,117,36.5,10.185,1.086,9.370428556,25.55413557,3,1.240454721,0.09182332,13.49429006,7.652779935,316.3248,15,40,45,696.9,75.55841677,54.90549161,65.23195419,2313.072,50.1,NO
GA,CHECK3,2019,Mix,Grass,Low,Legume fallow,Low,24.49,6.2,2.27,65.5,9.5,10,2710.5,738,147,46,10.185,1.086,9.370428556,25.55413557,3,1.240454721,0.09182332,13.49429006,7.652779935,316.3248,15,40,45,696.9,75.55841677,54.90549161,65.23195419,2313.072,77.2,NO
GA,ORG1,2019,Mix,Grass,Low,Legume fallow,Low,22.06625,6.29375,2.6753125,72.84375,11.375,34.75,2373.1875,717.0625,186.8125,35.65625,10.185,1.086,9.370428556,25.55413557,3,1.240454721,0.09182332,13.49429006,7.652779935,316.3248,15,40,45,696.9,75.55841677,54.90549161,65.23195419,2313.072,74,NO
AN,ORG20,2019,Mix,Grass,Medium,Legume fallow,Low,12.34,7.45,2.615,72,11.5,64.5,1576.5,427,112.5,28,14.38,1.3805,10.42444822,35.43354698,30.5,3.578936502,0.261726817,13.67093366,46.90004075,593.8172,16,48,36,701.14,75.44436645,54.86754065,65.15595355,2310.705,126.1,YES
AN,ORG11,2019,Mix,Grass,Medium,Legume fallow,Low,13.745,7.25,2.785,76,12.5,64,1822.5,433.5,120.5,32.5,14.38,1.3805,10.42444822,35.43354698,30.5,3.578936502,0.261726817,13.67093366,46.90004075,593.8172,16,48,36,701.14,75.44436645,54.86754065,65.15595355,2310.705,105.2,NO
AN,ORG14,2019,Mix,Grass,Medium,Legume fallow,Low,14.71,7.35,2.565,71.5,11.5,55.5,1929.5,485,112,31.5,14.38,1.3805,10.42444822,35.43354698,30.5,3.578936502,0.261726817,13.67093366,46.90004075,593.8172,16,48,36,701.14,75.44436645,54.86754065,65.15595355,2310.705,105.4,NO
AN,ORG10,2019,Mix,Grass,High,Legume fallow,Low,14.555,7.2,2.89,78,14,54.5,1980.5,438.5,107,26,14.38,1.3805,10.42444822,35.43354698,30.5,3.578936502,0.261726817,13.67093366,46.90004075,593.8172,16,48,36,701.14,75.44436645,54.86754065,65.15595355,2310.705,109.6,NO
AN,CHECK3,2019,Mix,Grass,Medium,Legume fallow,Low,13.41,7.25,2.77,75,11,50,1806.5,418.5,86,25.5,14.38,1.3805,10.42444822,35.43354698,30.5,3.578936502,0.261726817,13.67093366,46.90004075,593.8172,16,48,36,701.14,75.44436645,54.86754065,65.15595355,2310.705,138.4,YES
AN,ORG4,2019,Mix,Grass,High,Legume fallow,Low,13.48,7.15,3.035,80,12,50.5,1832.5,403.5,103,27,14.38,1.3805,10.42444822,35.43354698,30.5,3.578936502,0.261726817,13.67093366,46.90004075,593.8172,16,48,36,701.14,75.44436645,54.86754065,65.15595355,2310.705,121.4,NO
AN,ORG1,2019,Mix,Grass,High,Legume fallow,Low,13.67,6.95,2.915,78,11,47,1875,372,103,27,14.38,1.3805,10.42444822,35.43354698,30.5,3.578936502,0.261726817,13.67093366,46.90004075,593.8172,16,48,36,701.14,75.44436645,54.86754065,65.15595355,2310.705,121.5,YES
