FAR,FC,HYB,YEAR,REP,FS,CC,WRT,Density,Rotation,CD,CEC,pH,OM,EstNRel,Su,P,Ca,Mg,K,Na,SOC,TN,SoilCN,InorgN,Bray1P,POMC,POMN,POMCN,PMN,POXC,Sand,Silt,Clay,Prcp,Tmax,Tmin,Temp,TGDD,YIELD,YD,MeanYD,SDYD,Zscore,R,Re
Longwell,DL1,ORG4,2020,1,Mix,Legume,Low,Low,Intensive,High,16.94,6.25,3.04,79.5,8.5,17,1988.5,429.5,98.5,29,13.2635,1.3845,9.579992777,28.78,5.5,1.64871246,0.116012296,14.21153202,39.19,407.6244,30,28,42,483.84,78.43860645,57.26594581,67.85227613,2705.58,157.2,0,0,0,NA,NA,NA
Bryan,EB1,ORG4,2020,1,Mix,Grass,High,Low,Intensive,High,19.325,6.85,3.03,80,39.5,83.5,2877.5,380,135,25.5,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,147.9,0,0,0,NA,NA,NA
Bryan,EB1,UIUC2,2020,1,Mix,Grass,High,Low,Intensive,High,23.86,7.25,2.85,77,41,70,3763.5,418,164.5,33.5,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,140.1,-7.8,27.39285714,35.51397264,0.771326188,0.779743193,High
Bryan,EB1,UIUC1,2020,1,Mix,Grass,High,Low,Intensive,High,21.92,6.8,2.81,76,33.5,119.5,3263.5,401.5,177.5,29.5,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,175.8,27.9,29.60714286,36.23537295,0.817078464,0.793058205,High
Bryan,EB1,UIUC3,2020,1,Mix,Grass,High,Low,Intensive,High,22.25,7.05,2.685,74,39,69.5,3373,426.5,160.5,32,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,178.2,30.3,37.2,41.69821985,0.892124415,0.813836875,High
Bryan,EB1,UIUC4,2020,1,Mix,Grass,High,Low,Intensive,High,22.38,6.9,3.015,79.5,43.5,127.5,3283,473,191,35.5,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,153.7,5.8,34.12142857,36.34772617,0.938750017,0.826070447,High
Bryan,EB1,CHECK1,2020,1,Mix,Grass,High,Low,Intensive,High,23.55,6.75,3.02,80,48.5,88.5,3369,492.5,177,38.5,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,205.6,57.7,36.45,42.73830474,0.8528649,0.803132886,High
Bryan,EB1,UIUC7,2020,1,Mix,Grass,High,Low,Intensive,High,21.765,6.9,2.805,76,38.5,107.5,3244.5,440.5,166.5,32,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,158.8,10.9,5.285714286,36.98356927,0.14292061,0.556823559,High
Bryan,EB1,ORG1,2020,1,Mix,Grass,High,Low,Intensive,High,22.28,6.9,2.555,71,37.5,122,3343.5,438,168.5,33,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,157.1,9.2,-0.38,44.24259201,-0.008589009,0.496573523,Low
Wilken,HW1,ORG4,2020,1,Mix,Legume,Moderate,Medium,Extensive,Low,22.85,6.05,3.34,83.5,19,27,2633,529,128.5,20,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,119.1,0,0,0,NA,NA,NA
Wilken,HW1,UIUC7,2020,1,Mix,Legume,Moderate,Medium,Extensive,Low,23.235,6.05,3.28,83,20,29.5,2691,538,133.5,21.5,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,104,-15.1,5.285714286,36.98356927,0.14292061,0.556823559,High
Wilken,HW1,UIUC1,2020,1,Mix,Legume,Moderate,Medium,Extensive,Low,23.3,6.15,3.365,83.5,25,37,2780,565.5,159,20,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,144,24.9,29.60714286,36.23537295,0.817078464,0.793058205,High
Wilken,HW1,CHECK1,2020,1,Mix,Legume,Moderate,Medium,Extensive,Low,25.76,6.1,3.745,87.5,15.5,27,2993,630.5,145.5,20,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,186.4,67.3,36.45,42.73830474,0.8528649,0.803132886,High
Wilken,HW1,UIUC2,2020,1,Mix,Legume,Moderate,Medium,Extensive,Low,38.285,5.75,4.575,96,21.5,50.5,3955,846.5,206,21.5,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,157.6,38.5,27.39285714,35.51397264,0.771326188,0.779743193,High
Wilken,HW1,UIUC3,2020,1,Mix,Legume,Moderate,Medium,Extensive,Low,38.395,6.05,4.745,97.5,15.5,39,4359,983,194.5,20,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,141,21.9,37.2,41.69821985,0.892124415,0.813836875,High
Wilken,HW1,ORG1,2020,1,Mix,Legume,Moderate,Medium,Extensive,Low,30.535,6.05,3.765,87.5,21,35,3532,739,157.5,17.5,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,127.1,8,-0.38,44.24259201,-0.008589009,0.496573523,Low
Wilken,HW1,UIUC4,2020,1,Mix,Legume,Moderate,Medium,Extensive,Low,36.74,6.2,4.315,93.5,19,35.5,4310,986.5,203.5,22,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,155.5,36.4,34.12142857,36.34772617,0.938750017,0.826070447,High
Gruver,JG2,UIUC4,2020,1,Mix,Mixed,Low,Low,Intensive,High,38.545,5.95,5.465,102,8.5,26.5,4713.5,729,121,17.5,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,495.71,78.95514839,58.69605548,68.82560194,2832.444,162.5,25.3,34.12142857,36.34772617,0.938750017,0.826070447,High
Gruver,JG2,ORG4,2020,1,Mix,Mixed,Low,Low,Intensive,High,37.59,6,5.175,101,10,30.5,4585.5,703.5,129.5,18.5,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,495.71,78.95514839,58.69605548,68.82560194,2832.444,137.2,0,0,0,NA,NA,NA
Gruver,JG2,UIUC2,2020,1,Mix,Mixed,Low,Low,Intensive,High,36.065,6.3,5.295,101.5,7,23,4808,729.5,106,16.5,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,495.71,78.95514839,58.69605548,68.82560194,2832.444,170.4,33.2,27.39285714,35.51397264,0.771326188,0.779743193,High
Gruver,JG2,ORG1,2020,1,Mix,Mixed,Low,Low,Intensive,High,34.895,6.4,5.27,101.5,7,23.5,4737,709,122,18,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,495.71,78.95514839,58.69605548,68.82560194,2832.444,128.8,-8.4,-0.38,44.24259201,-0.008589009,0.496573523,Low
Gruver,JG2,CHECK1,2020,1,Mix,Mixed,Low,Low,Intensive,High,35.875,6.45,5.17,100.5,7.5,27.5,4928,729,132,19.5,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,495.71,78.95514839,58.69605548,68.82560194,2832.444,156.5,19.3,36.45,42.73830474,0.8528649,0.803132886,High
Gruver,JG2,UIUC7,2020,1,Mix,Mixed,Low,Low,Intensive,High,34.235,6.55,5.275,101.5,7.5,30,4765,722,128,20,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,495.71,78.95514839,58.69605548,68.82560194,2832.444,120.5,-16.7,5.285714286,36.98356927,0.14292061,0.556823559,High
Gruver,JG2,UIUC1,2020,1,Mix,Mixed,Low,Low,Intensive,High,32.775,6.6,5.07,100,7,35.5,4607,693.5,122.5,16,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,495.71,78.95514839,58.69605548,68.82560194,2832.444,174.9,37.7,29.60714286,36.23537295,0.817078464,0.793058205,High
Gruver,JG2,UIUC3,2020,1,Mix,Mixed,Low,Low,Intensive,High,35.82,6.45,5.21,101,7,33.5,4910.5,737,117.5,18,27.0175,1.972,13.70055781,31.585,14.5,1.987079763,0.152251178,13.05132604,38.635,696.8628,4,40,56,495.71,78.95514839,58.69605548,68.82560194,2832.444,170.4,33.2,37.2,41.69821985,0.892124415,0.813836875,High
Doonan,TD1,UIUC3,2020,1,Green,Legume,Moderate,High,Legume fallow,Low,28.66,6.1,4.25,92.5,10,115.5,3952.5,365.5,168,14.5,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,624.53,78.94659355,58.29277419,68.61968387,2797.488,189.4,100,37.2,41.69821985,0.892124415,0.813836875,High
Doonan,TD1,UIUC1,2020,1,Green,Legume,Moderate,High,Legume fallow,Low,29.925,6.15,4.165,91.5,11,100,4111,411.5,187.5,20.5,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,624.53,78.94659355,58.29277419,68.61968387,2797.488,177,87.6,29.60714286,36.23537295,0.817078464,0.793058205,High
Doonan,TD1,ORG1,2020,1,Green,Legume,Moderate,High,Legume fallow,Low,32.775,6.35,4.105,91,10.5,89,4695,470,187,16,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,624.53,78.94659355,58.29277419,68.61968387,2797.488,81.7,-7.7,-0.38,44.24259201,-0.008589009,0.496573523,Low
Doonan,TD1,ORG4,2020,1,Green,Legume,Moderate,High,Legume fallow,Low,30.195,6.5,4.185,92,10.5,84,4506.5,410,167.5,16.5,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,624.53,78.94659355,58.29277419,68.61968387,2797.488,89.4,0,0,0,NA,NA,NA
Doonan,TD1,UIUC2,2020,1,Green,Legume,Moderate,High,Legume fallow,Low,30.075,6,3.815,88,9,55.5,3845.5,439.5,140.5,17,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,624.53,78.94659355,58.29277419,68.61968387,2797.488,146.7,57.3,27.39285714,35.51397264,0.771326188,0.779743193,High
Doonan,TD1,CHECK1,2020,1,Green,Legume,Moderate,High,Legume fallow,Low,28.075,6.15,3.985,89.5,10,41,3834,408,154.5,16.5,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,624.53,78.94659355,58.29277419,68.61968387,2797.488,155.8,66.4,36.45,42.73830474,0.8528649,0.803132886,High
Doonan,TD1,UIUC7,2020,1,Green,Legume,Moderate,High,Legume fallow,Low,31.11,6.15,3.92,89.5,9,35.5,4201.5,445.5,152.5,17,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,624.53,78.94659355,58.29277419,68.61968387,2797.488,96.2,6.8,5.285714286,36.98356927,0.14292061,0.556823559,High
Doonan,TD1,UIUC4,2020,1,Green,Legume,Moderate,High,Legume fallow,Low,28.02,6.15,3.925,89,9,35,3912,363.5,126.5,18.5,19.941,1.709,11.66822703,20.775,23.5,1.86549625,0.141743239,13.16109508,31.4675,469.4796,4,42,54,624.53,78.94659355,58.29277419,68.61968387,2797.488,169,79.6,34.12142857,36.34772617,0.938750017,0.826070447,High
Smith,AS1,UIUC2,2020,2,Mix,Legume,Low,Low,Extensive,High,13.845,6.85,2.07,61.5,6.5,26.5,1952,323,100,24.5,9.173,1.0435,8.790608529,27.73,11,1.653262227,0.144054566,11.47663887,27.17,300.4668,7,50,43,511.46,80.02608645,58.85982839,69.44295742,2906.082,177.9,33.9,27.39285714,35.51397264,0.771326188,0.779743193,High
Smith,AS1,UIUC4,2020,2,Mix,Legume,Low,Low,Extensive,High,14.105,6.65,1.805,56,7.5,28.5,1994,298,96.5,21.5,9.173,1.0435,8.790608529,27.73,11,1.653262227,0.144054566,11.47663887,27.17,300.4668,7,50,43,511.46,80.02608645,58.85982839,69.44295742,2906.082,176,32,34.12142857,36.34772617,0.938750017,0.826070447,High
Smith,AS1,UIUC3,2020,2,Mix,Legume,Low,Low,Extensive,High,14.175,6.6,1.655,53,8,30.5,1946.5,311,102.5,22.5,9.173,1.0435,8.790608529,27.73,11,1.653262227,0.144054566,11.47663887,27.17,300.4668,7,50,43,511.46,80.02608645,58.85982839,69.44295742,2906.082,196.2,52.2,37.2,41.69821985,0.892124415,0.813836875,High
Smith,AS1,UIUC1,2020,2,Mix,Legume,Low,Low,Extensive,High,14.975,6.7,1.795,56,6,25,2073,348,103,22.5,9.173,1.0435,8.790608529,27.73,11,1.653262227,0.144054566,11.47663887,27.17,300.4668,7,50,43,511.46,80.02608645,58.85982839,69.44295742,2906.082,134,-10,29.60714286,36.23537295,0.817078464,0.793058205,High
Smith,AS1,UIUC7,2020,2,Mix,Legume,Low,Low,Extensive,High,15.34,6.7,1.81,56.5,6.5,28,2080,378,117,22,9.173,1.0435,8.790608529,27.73,11,1.653262227,0.144054566,11.47663887,27.17,300.4668,7,50,43,511.46,80.02608645,58.85982839,69.44295742,2906.082,164.7,20.7,5.285714286,36.98356927,0.14292061,0.556823559,High
Smith,AS1,ORG4,2020,2,Mix,Legume,Low,Low,Extensive,High,16.52,6.7,1.7,54,12.5,37.5,2258.5,396.5,118.5,24.5,9.173,1.0435,8.790608529,27.73,11,1.653262227,0.144054566,11.47663887,27.17,300.4668,7,50,43,511.46,80.02608645,58.85982839,69.44295742,2906.082,144,0,0,0,NA,NA,NA
Smith,AS1,ORG1,2020,2,Mix,Legume,Low,Low,Extensive,High,13.265,6.5,1.98,59.5,6,24.5,1742.5,309.5,96,20.5,9.173,1.0435,8.790608529,27.73,11,1.653262227,0.144054566,11.47663887,27.17,300.4668,7,50,43,511.46,80.02608645,58.85982839,69.44295742,2906.082,175.1,31.1,-0.38,44.24259201,-0.008589009,0.496573523,Low
Smith,AS1,CHECK1,2020,2,Mix,Legume,Low,Low,Extensive,High,14.01,6.55,1.875,57.5,6,21,1862,329.5,92.5,21,9.173,1.0435,8.790608529,27.73,11,1.653262227,0.144054566,11.47663887,27.17,300.4668,7,50,43,511.46,80.02608645,58.85982839,69.44295742,2906.082,199.4,55.4,36.45,42.73830474,0.8528649,0.803132886,High
Ambriole,AA2,UIUC2,2020,2,Mix,Mixed,Moderate,Low,Intensive,High,52.51,7.65,10.18,124,33,16.5,9080,574,108,18,67.0345,5.0795,13.19706664,29.13,21,11.90800776,0.955105041,12.46774674,38.42,1173.4092,5,28,67,419.27,79.66638065,56.71472387,68.19055226,2724.966,70.1,-39.3,27.39285714,35.51397264,0.771326188,0.779743193,High
Ambriole,AA2,CHECK1,2020,2,Mix,Mixed,Moderate,Low,Intensive,High,49.205,7.7,11.545,125.5,25.5,21,8538.5,513.5,132,17,67.0345,5.0795,13.19706664,29.13,21,11.90800776,0.955105041,12.46774674,38.42,1173.4092,5,28,67,419.27,79.66638065,56.71472387,68.19055226,2724.966,65.7,-43.7,36.45,42.73830474,0.8528649,0.803132886,High
Ambriole,AA2,ORG1,2020,2,Mix,Mixed,Moderate,Low,Intensive,High,46.775,7.7,11.69,125.5,27,32,8055,522,143,12.5,67.0345,5.0795,13.19706664,29.13,21,11.90800776,0.955105041,12.46774674,38.42,1173.4092,5,28,67,419.27,79.66638065,56.71472387,68.19055226,2724.966,69.7,-39.7,-0.38,44.24259201,-0.008589009,0.496573523,Low
Ambriole,AA2,ORG4,2020,2,Mix,Mixed,Moderate,Low,Intensive,High,48.96,7.55,12.7,126.5,33,35.5,8430.5,548,113,16.5,67.0345,5.0795,13.19706664,29.13,21,11.90800776,0.955105041,12.46774674,38.42,1173.4092,5,28,67,419.27,79.66638065,56.71472387,68.19055226,2724.966,109.4,0,0,0,NA,NA,NA
Ambriole,AA2,UIUC4,2020,2,Mix,Mixed,Moderate,Low,Intensive,High,45.695,7.65,12.44,126.5,28.5,25.5,7811,550.5,100,19,67.0345,5.0795,13.19706664,29.13,21,11.90800776,0.955105041,12.46774674,38.42,1173.4092,5,28,67,419.27,79.66638065,56.71472387,68.19055226,2724.966,179.5,70.1,34.12142857,36.34772617,0.938750017,0.826070447,High
Ambriole,AA2,UIUC7,2020,2,Mix,Mixed,Moderate,Low,Intensive,High,42.075,7.4,13.575,126.5,25,45.5,7062,567,108.5,18,67.0345,5.0795,13.19706664,29.13,21,11.90800776,0.955105041,12.46774674,38.42,1173.4092,5,28,67,419.27,79.66638065,56.71472387,68.19055226,2724.966,156.1,46.7,5.285714286,36.98356927,0.14292061,0.556823559,High
Ambriole,AA2,UIUC1,2020,2,Mix,Mixed,Moderate,Low,Intensive,High,41.225,7.3,15.685,128,27.5,43.5,6807.5,608.5,132.5,21,67.0345,5.0795,13.19706664,29.13,21,11.90800776,0.955105041,12.46774674,38.42,1173.4092,5,28,67,419.27,79.66638065,56.71472387,68.19055226,2724.966,146.3,36.9,29.60714286,36.23537295,0.817078464,0.793058205,High
Ambriole,AA2,UIUC3,2020,2,Mix,Mixed,Moderate,Low,Intensive,High,41.835,7.35,13.445,126.5,28,33,6928,611,122.5,21,67.0345,5.0795,13.19706664,29.13,21,11.90800776,0.955105041,12.46774674,38.42,1173.4092,5,28,67,419.27,79.66638065,56.71472387,68.19055226,2724.966,173.7,64.3,37.2,41.69821985,0.892124415,0.813836875,High
Longwell,DL1,UIUC7,2020,2,Mix,Legume,Low,Low,Intensive,High,21.02,7.55,2.29,65.5,5.5,7,2454.5,902.5,114.5,29,13.2635,1.3845,9.579992777,28.78,5.5,1.64871246,0.116012296,14.21153202,39.19,407.6244,30,28,42,483.84,78.43860645,57.26594581,67.85227613,2705.58,107.8,-77,5.285714286,36.98356927,0.14292061,0.556823559,High
Longwell,DL1,ORG1,2020,2,Mix,Legume,Low,Low,Intensive,High,18.925,7.55,1.97,59.5,5.5,8,2237,791.5,115.5,28,13.2635,1.3845,9.579992777,28.78,5.5,1.64871246,0.116012296,14.21153202,39.19,407.6244,30,28,42,483.84,78.43860645,57.26594581,67.85227613,2705.58,89.4,-95.4,-0.38,44.24259201,-0.008589009,0.496573523,Low
Longwell,DL1,UIUC3,2020,2,Mix,Legume,Low,Low,Intensive,High,13.88,7.25,2.56,71,6,11,1660.5,563.5,83,21.5,13.2635,1.3845,9.579992777,28.78,5.5,1.64871246,0.116012296,14.21153202,39.19,407.6244,30,28,42,483.84,78.43860645,57.26594581,67.85227613,2705.58,131.9,-52.9,37.2,41.69821985,0.892124415,0.813836875,High
Longwell,DL1,UIUC1,2020,2,Mix,Legume,Low,Low,Intensive,High,14.28,7.1,2.695,74,6.5,13,1792,522,93,26.5,13.2635,1.3845,9.579992777,28.78,5.5,1.64871246,0.116012296,14.21153202,39.19,407.6244,30,28,42,483.84,78.43860645,57.26594581,67.85227613,2705.58,160.7,-24.1,29.60714286,36.23537295,0.817078464,0.793058205,High
Longwell,DL1,UIUC4,2020,2,Mix,Legume,Low,Low,Intensive,High,14.785,7,2.755,75,7.5,27,1878,512,96,23.5,13.2635,1.3845,9.579992777,28.78,5.5,1.64871246,0.116012296,14.21153202,39.19,407.6244,30,28,42,483.84,78.43860645,57.26594581,67.85227613,2705.58,152.1,-32.7,34.12142857,36.34772617,0.938750017,0.826070447,High
Longwell,DL1,UIUC2,2020,2,Mix,Legume,Low,Low,Intensive,High,15.05,7.05,2.975,78.5,8.5,41,1923,513,113,23.5,13.2635,1.3845,9.579992777,28.78,5.5,1.64871246,0.116012296,14.21153202,39.19,407.6244,30,28,42,483.84,78.43860645,57.26594581,67.85227613,2705.58,186.2,1.4,27.39285714,35.51397264,0.771326188,0.779743193,High
Longwell,DL1,CHECK1,2020,2,Mix,Legume,Low,Low,Intensive,High,15.18,6.75,2.99,79.5,7.5,13.5,1886.5,486.5,100.5,23,13.2635,1.3845,9.579992777,28.78,5.5,1.64871246,0.116012296,14.21153202,39.19,407.6244,30,28,42,483.84,78.43860645,57.26594581,67.85227613,2705.58,151.5,-33.3,36.45,42.73830474,0.8528649,0.803132886,High
Longwell,DL1,ORG4,2020,2,Mix,Legume,Low,Low,Intensive,High,16.94,6.25,3.04,79.5,8.5,17,1988.5,429.5,98.5,29,13.2635,1.3845,9.579992777,28.78,5.5,1.64871246,0.116012296,14.21153202,39.19,407.6244,30,28,42,483.84,78.43860645,57.26594581,67.85227613,2705.58,184.8,0,0,0,NA,NA,NA
Bryan,EB1,ORG4,2020,2,Mix,Grass,High,Low,Intensive,High,19.325,6.85,3.03,80,39.5,83.5,2877.5,380,135,25.5,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,165.7,0,0,0,NA,NA,NA
Bryan,EB1,UIUC2,2020,2,Mix,Grass,High,Low,Intensive,High,23.86,7.25,2.85,77,41,70,3763.5,418,164.5,33.5,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,202.4,36.7,27.39285714,35.51397264,0.771326188,0.779743193,High
Bryan,EB1,UIUC1,2020,2,Mix,Grass,High,Low,Intensive,High,21.92,6.8,2.81,76,33.5,119.5,3263.5,401.5,177.5,29.5,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,168.4,2.7,29.60714286,36.23537295,0.817078464,0.793058205,High
Bryan,EB1,UIUC3,2020,2,Mix,Grass,High,Low,Intensive,High,22.25,7.05,2.685,74,39,69.5,3373,426.5,160.5,32,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,178.4,12.7,37.2,41.69821985,0.892124415,0.813836875,High
Bryan,EB1,UIUC4,2020,2,Mix,Grass,High,Low,Intensive,High,22.38,6.9,3.015,79.5,43.5,127.5,3283,473,191,35.5,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,163.2,-2.5,34.12142857,36.34772617,0.938750017,0.826070447,High
Bryan,EB1,CHECK1,2020,2,Mix,Grass,High,Low,Intensive,High,23.55,6.75,3.02,80,48.5,88.5,3369,492.5,177,38.5,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,195,29.3,36.45,42.73830474,0.8528649,0.803132886,High
Bryan,EB1,UIUC7,2020,2,Mix,Grass,High,Low,Intensive,High,21.765,6.9,2.805,76,38.5,107.5,3244.5,440.5,166.5,32,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,180.6,14.9,5.285714286,36.98356927,0.14292061,0.556823559,High
Bryan,EB1,ORG1,2020,2,Mix,Grass,High,Low,Intensive,High,22.28,6.9,2.555,71,37.5,122,3343.5,438,168.5,33,13.617,1.319,10.3237301,33.18,41.5,1.333677676,0.096234261,13.85865763,23.96,317.0196,17,20,63,416.66,79.68462839,57.50668903,68.59565871,2777.454,148.9,-16.8,-0.38,44.24259201,-0.008589009,0.496573523,Low
Wilken,HW1,ORG4,2020,2,Mix,Legume,Moderate,Medium,Extensive,Low,22.85,6.05,3.34,83.5,19,27,2633,529,128.5,20,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,104.3,0,0,0,NA,NA,NA
Wilken,HW1,UIUC7,2020,2,Mix,Legume,Moderate,Medium,Extensive,Low,23.235,6.05,3.28,83,20,29.5,2691,538,133.5,21.5,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,151.9,47.6,5.285714286,36.98356927,0.14292061,0.556823559,High
Wilken,HW1,UIUC1,2020,2,Mix,Legume,Moderate,Medium,Extensive,Low,23.3,6.15,3.365,83.5,25,37,2780,565.5,159,20,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,170.6,66.3,29.60714286,36.23537295,0.817078464,0.793058205,High
Wilken,HW1,CHECK1,2020,2,Mix,Legume,Moderate,Medium,Extensive,Low,25.76,6.1,3.745,87.5,15.5,27,2993,630.5,145.5,20,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,195.1,90.8,36.45,42.73830474,0.8528649,0.803132886,High
Wilken,HW1,UIUC2,2020,2,Mix,Legume,Moderate,Medium,Extensive,Low,38.285,5.75,4.575,96,21.5,50.5,3955,846.5,206,21.5,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,166,61.7,27.39285714,35.51397264,0.771326188,0.779743193,High
Wilken,HW1,UIUC3,2020,2,Mix,Legume,Moderate,Medium,Extensive,Low,38.395,6.05,4.745,97.5,15.5,39,4359,983,194.5,20,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,112.7,8.4,37.2,41.69821985,0.892124415,0.813836875,High
Wilken,HW1,ORG1,2020,2,Mix,Legume,Moderate,Medium,Extensive,Low,30.535,6.05,3.765,87.5,21,35,3532,739,157.5,17.5,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,22,30,48,469.2,79.92774065,58.07759871,69.00266968,2855.592,117.3,13,-0.38,44.24259201,-0.008589009,0.496573523,Low
